2026/08/24 00:56:53 [error] 510#510: *2436281 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/mariju.php" failed (2: No such file or directory), client: 20.127.136.245, server: incus.calpolynglab.com, request: "GET /.well-known/acme-challenge/mariju.php HTTP/1.1", host: "incus.calpolynglab.com"
2026/08/24 01:01:42 [error] 510#510: *2436352 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/mariju.php" failed (2: No such file or directory), client: 20.127.136.245, server: incus.calpolynglab.com, request: "GET /.well-known/acme-challenge/mariju.php HTTP/1.1", host: "incus.calpolynglab.com"
2026/08/24 03:18:11 [warn] 510#510: *2457696 a client request body is buffered to a temporary file /tmp/nginx/body/7/67/0001202677, client: 165.22.35.3, server: incus.calpolynglab.com, request: "POST / HTTP/1.1", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/"
2026/08/24 03:21:58 [warn] 556#556: *2476071 using uninitialized "server" variable while logging request, client: 85.204.70.96, server: incus.calpolynglab.com
2026/08/24 11:37:12 [warn] 579#579: *2748486 a client request body is buffered to a temporary file /tmp/nginx/body/6/88/0001344886, client: 157.245.66.179, server: incus.calpolynglab.com, request: "POST / HTTP/1.1", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/"
2026/08/24 14:09:38 [warn] 578#578: *2940439 a client request body is buffered to a temporary file /tmp/nginx/body/5/22/0001439225, client: 188.166.68.82, server: incus.calpolynglab.com, request: "POST / HTTP/1.1", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/"
2026/08/24 17:48:38 [warn] 611#611: *3159083 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/5/40/0001547405 while reading upstream, client: 97.94.144.53, server: incus.calpolynglab.com, request: "GET /1.0/metadata/configuration HTTP/2.0", upstream: "https://5.0.0.100:8443/1.0/metadata/configuration", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/ui/project/bdebruhl/instance/Ubuntu-VM-Incus/configuration/resource-limits"
2026/08/24 18:34:13 [error] 671#671: *3197424 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/local-access.php" failed (2: No such file or directory), client: 20.226.36.136, server: incus.calpolynglab.com, request: "GET /.well-known/acme-challenge/local-access.php HTTP/1.1", host: "incus.calpolynglab.com"
2026/08/24 18:42:47 [error] 670#670: *3221331 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/local-access.php" failed (2: No such file or directory), client: 20.226.36.136, server: incus.calpolynglab.com, request: "GET /.well-known/acme-challenge/local-access.php HTTP/1.1", host: "incus.calpolynglab.com"
2026/08/24 22:20:51 [warn] 678#678: *3615344 a client request body is buffered to a temporary file /tmp/nginx/body/5/73/0001770735, client: 104.248.62.223, server: incus.calpolynglab.com, request: "POST / HTTP/1.1", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/"
2026/08/25 01:56:45 [warn] 677#677: *3881532 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/0/97/0001900970 while reading upstream, client: 198.188.156.189, server: incus.calpolynglab.com, request: "GET /1.0/metadata/configuration HTTP/2.0", upstream: "https://5.0.0.100:8443/1.0/metadata/configuration", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/ui/project/bdebruhl/instances/create?panel=create-network-device"
2026/08/25 01:56:47 [warn] 677#677: *3881532 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/1/97/0001900971 while reading upstream, client: 198.188.156.189, server: incus.calpolynglab.com, request: "GET /1.0/metadata/configuration HTTP/2.0", upstream: "https://5.0.0.100:8443/1.0/metadata/configuration", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/ui/project/bdebruhl/instances/create"
2026/08/25 01:56:57 [warn] 677#677: *3881532 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/2/97/0001900972 while reading upstream, client: 198.188.156.189, server: incus.calpolynglab.com, request: "GET /1.0/metadata/configuration HTTP/2.0", upstream: "https://5.0.0.100:8443/1.0/metadata/configuration", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/ui/project/infra/network/guacd"
2026/08/25 02:06:01 [warn] 678#678: *3902363 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/4/11/0001911114 while reading upstream, client: 198.188.156.189, server: incus.calpolynglab.com, request: "GET /1.0/metadata/configuration HTTP/2.0", upstream: "https://5.0.0.100:8443/1.0/metadata/configuration", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/ui/project/bdebruhl/instances/create?panel=create-network-device"
2026/08/25 02:06:03 [warn] 678#678: *3902363 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/5/11/0001911115 while reading upstream, client: 198.188.156.189, server: incus.calpolynglab.com, request: "GET /1.0/metadata/configuration HTTP/2.0", upstream: "https://5.0.0.100:8443/1.0/metadata/configuration", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/ui/project/bdebruhl/instances/create"
2026/08/25 02:06:39 [warn] 678#678: *3902363 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/6/11/0001911116 while reading upstream, client: 198.188.156.189, server: incus.calpolynglab.com, request: "GET /1.0/metadata/configuration HTTP/2.0", upstream: "https://5.0.0.100:8443/1.0/metadata/configuration", host: "incus.calpolynglab.com", referrer: "https://incus.calpolynglab.com/ui/project/bdebruhl/network/csc-4212"
